title,stemmed_text
Jurassic Park,wealthi entrepreneur secretli creat theme park featur live dinosaur drawn prehistor dna open day invit team expert two eager grandchildren experi park help calm anxiou investor howev park anyth amus secur system go line dinosaur escap
The Lost World: Jurassic Park,four year jurass park genet bred dinosaur ran amok multimillionair john hammond shock chao theorist ian malcolm reveal breed beasti secret locat malcolm paleontologist ladylov wildlif videograph join expedit document lethal lizard natur behavior action pack thriller
Jurassic Park III,need fund research dr alan grant accept larg sum money accompani paul amanda kirbi aerial tour infam isla sorna long hell break loos strand wayfar must fight surviv host new even deadli dinosaur tri make snack
Inspector Gadget,john brown bumbl well intent secur guard badli injur explos plan evil mastermind taken laboratori brenda lead robot surgeon replac damag limb state art gadget tool name inspector gadget press john along niec penni trusti dog brain use new power discov behind explos
Bollywood/Hollywood,rahul seth dash young millionair believ western enough rebel mother grandmoth keen caucasian girlfriend kimberli make matter wors pop star say karmic intervent kimberli die freak accid rahul devast instead allow mourn peac rahul mother see opportun wait threaten call sister wed unless find nice indian girl rahul enlist servic sue fierc independ escort believ hispan therefor marri convent taught young indian women wink eye sue accept deal pose indian bride need money never fan typic indian male feel heart safe charad begin
Magnolia,epic mosaic mani interrel charact search happi forgiv mean san fernando valley
Night on Earth,antholog differ cab driver american european citi remark fare event night
Everything is Illuminated,young jewish american man endeavor help eccentr distant rel find woman save grandfath world war ii ukrainian villag ultim raze nazi
A Crime,vincent life hold find wife killer alic neighbor convinc make happi decid invent culprit vincent find reveng leav past behind ideal culprit perfect crime
Harold and Maude,young harold live world suicid attempt funer visit avoid miseri current famili home environ harold meet year old woman name maud also live world yet one time life two opposit meet realiz differ matter becom best friend love
Eyes Wide Shut,dr bill harford wife alic admit sexual fantasi man met bill becom obsess sexual encount discov underground sexual group attend one meet quickli discov head
Alien,return earth commerci spaceship nostromo intercept distress signal distant planet three member team crew discov chamber contain thousand egg planet creatur insid one egg attack explor entir crew unawar impend nightmar set descend upon alien parasit plant insid unfortun host birth
The Devil Wears Prada,andi move new york work fashion industri boss extrem demand cruel let succeed fit high class eleg look magazin
Batman Returns,batman deal deform man call penguin employe corrupt businessman transform catwoman
A Nightmare on Elm Street,teenag small town drop like fli appar grip mass hysteria caus suicid cop daughter nanci thompson trace caus child molest fred krueger burn aliv angri parent mani year krueger come back dream killer children claim live reveng nanci boyfriend glen must devis plan lure monster realm nightmar real world
Raising Arizona,coen brother tell stori absurd yet likabl famili unproduct coupl focal point coupl gotten troubl kidnap babi give hollywood one memor chase scene date
Miller's Crossing,set polit boss advisor part way fall woman
Rain Man,selfish yuppi charli babbitt father left fortun savant brother raymond pittanc charli travel cross countri
To Catch a Thief,ex thief accus enact new crime spree clear name set catch new thief imit signatur style
Mala Noche,mala noch film debut director gu van sant film portray unansw love american man toward young mexican man
Inside Man,arm mask gang enter manhattan bank lock door take hostag detect assign effect releas enter negoti preoccupi corrupt charg face
12 Angry Men,defens prosecut rest juri file juri room decid young spanish american guilti innoc murder father begin open shut case soon becom mini drama juror prejudic preconcept trial accus
Lisbon Story,lisbon stori wim wender homag lisbon film sound engin obtain mysteri postcard friend moment film film lisbon set across europ find help
Chocolat,fabl emot liber chocol mother daughter move small french town open chocol shop town religi moral strict repres free think indulg group boat gypsi float river prejudic mayor lead crisi
Kill Bill: Vol. 2,bride unwaveringli continu roar rampag reveng band assassin tri kill unborn child visit former associ one one check victim death list five noth left kill bill
AVP: Alien vs. Predator,scientist discov someth arctic appear buri pyramid send research team investig littl know step hunt ground alien grown sport predat race
Who's Afraid of Virginia Woolf?,bitter age coupl help alcohol use young coupl fuel anguish emot pain toward
French Kiss,fiance admit infidel busi trip franc woman attempt get lover back marri travel pari despit crippl fear fli way unwittingli smuggl someth valu charm crook chase across franc chase futur husband
Capote,biopic writer truman capot assign new yorker write non fiction book cold blood
Things to Do in Denver When You're Dead,five differ crimin face immin death botch job quit badli
Garden State,andrew return hometown funer mother journey reconnect past friend trip coincid decis stop take power antidepress chanc meet sam girl also suffer variou maladi open possibl rekindl emot attach confront psychologist father perhap begin new life
Basic Instinct,polic detect charg investig brutal murder beauti seduct woman could involv
Driving Miss Daisy,stori old jewish widow name daisi werthan relationship black chauffeur hoke initi mere work relationship grew year strong friendship two differ charact time type relationship shun
The Straight Story,retir farmer widow alvin straight learn one day distant brother lyle suffer stroke may recov alvin determin make thing right lyle still brother live wisconsin alvin stuck iowa car driver licens hit idea make trip old lawnmow thu begin picturesqu time deepli spiritu odyssey
